,uid,location,age,rating
155,19050,"potomac falls, virginia, usa",16.0,7
156,19102,"fochabers, scotland, united kingdom",36.0,6
157,19150,"brattleboro, vermont, usa",23.0,7
158,19268,"lewiston, ,",40.0,7
159,19347,"worcester, massachusetts, usa",,5
160,19433,"palmdale, california, usa",48.0,6
161,19575,"cologne, germany, germany",28.0,5
162,19655,"castle rock, colorado, usa",,7
163,19686,"bridgeport, connecticut, usa",41.0,7
164,19694,"sicklerville, new jersey, usa",42.0,5
165,19793,"annapolis, maryland, usa",,7
166,20234,"bilbao, bizkaia,",44.0,4
167,20248,"fruitland park, florida, usa",,4
168,20360,"hamilton, ontario, canada",,7
169,20391,"bismarck, north dakota, usa",16.0,5
170,20453,"minnedosa, manitoba, canada",31.0,7
171,20588,"dawson creek, british columbia, canada",25.0,7
172,20605,"buffalo, new york, usa",,7
173,20612,"new york, new york, usa",40.0,7
174,20685,"fort worth, texas, usa",,5
175,20834,"london, ontario, canada",,5
176,20872,"san francisco, california, usa",,6
177,20897,"victoria, british columbia, canada",,7
178,21061,"forest, ohio, usa",,5
179,21224,"baltimore, maryland, usa",32.0,6
180,21264,"north brunswick, new jersey, usa",31.0,6
181,21264,"north brunswick, new jersey, usa",31.0,7
182,21282,"hartland, wisconsin, usa",,7
183,21392,"chagrin falls, ohio, usa",,7
184,21801,"centralia, washington, usa",31.0,7
185,21882,"barrie, ontario, canada",,5
186,21956,"tucson, arizona, usa",,7
187,21964,"marine on st croix, minnesota, usa",47.0,7
188,22078,"huntsville, alabama, usa",,6
189,22563,"santa monica, california, usa",33.0,5
190,22614,"berkeley, california, usa",,7
191,22684,"okatie, south carolina, usa",50.0,5
192,22843,"london, england, united kingdom",,6
193,23051,"mount laurel, new jersey, usa",40.0,5
194,23220,"decatur, georgia, usa",44.0,7
195,23242,"normal, illinois, usa",27.0,6
196,23276,"williamstown, victoria, australia",,7
197,23340,"cleveland, ohio, usa",,5
198,23487,"rockford, illinois, usa",33.0,5
199,23490,"inverary, ontario, canada",65.0,6
200,23529,"burraneer, new south wales, australia",38.0,7
201,23626,"northcote/melbourne, victoria, australia",,7
202,24061,"austin, texas, usa",,5
203,24088,"grosse pointe park, michigan, usa",,7
204,24224,"san diego, california, usa",,7
205,24443,"saint paul, minnesota, usa",,6
206,24562,"omaha, nebraska, usa",,6
207,24568,"providence, rhode island, usa",,7
208,24576,"new york, new york, usa",31.0,7
209,24805,"central square, new york, usa",50.0,6
210,24824,"orangeburg, south carolina, usa",,5
211,25078,"washington, illinois, usa",79.0,5
212,25189,"edinboro, pennsylvania, usa",,7
213,25327,"sydney, new south wales, australia",41.0,6
214,25521,"crawfordville, florida, usa",24.0,7
215,25536,"plymouth, wisconsin, usa",,7
216,25673,"frankfurt, hesse, germany",,7
217,25732,"tempe, arizona, usa",64.0,7
218,25844,"new orleans, louisiana, usa",,7
219,25948,"west orange, new jersey, usa",21.0,7
220,25967,"peterborough, ontario, canada",19.0,7
221,26125,"lee, massachusetts, usa",18.0,7
222,26254,"maple ridge, british columbia, canada",,5
223,26258,"valle de oro, texas, usa",,6
224,26333,"marysville, washington, usa",,7
225,26335,"olympia, washington, usa",19.0,7
226,26361,"valparaiso, indiana, usa",,7
227,26364,"omaha, nebraska, usa",56.0,7
228,26366,"goderich, ontario, canada",,7
229,26563,"st petersburg, florida, usa",50.0,6
230,26694,"ambler, pennsylvania, usa",,7
231,27194,"bristol, tennessee,",33.0,7
232,27321,"galloway, ohio, usa",,7
233,27399,"st. augustine, florida, usa",66.0,7
234,27418,"farmington, connecticut, usa",65.0,6
235,27861,"saskatoon, saskatchewan, canada",21.0,6
236,28117,"north salem, ,",,7
237,28398,"sackville, new brunswick, canada",43.0,6
238,28518,"wilton, connecticut, usa",42.0,7
239,28575,"stow, ohio, usa",,7
240,28661,"new orleans, louisiana, usa",,5
241,28762,"casper, wyoming, usa",,6
242,28866,"south solon, ohio, usa",54.0,7
243,28875,"chicago, illinois, usa",26.0,7
244,28965,"north wales, pennsylvania, usa",45.0,6
245,28979,"marietta, georgia, usa",32.0,5
246,29088,"london, ontario, canada",,7
247,29166,"mechanicsville, maryland, usa",40.0,5
248,29482,"springfield, missouri, usa",29.0,7
249,29648,"clarks summit, pennsylvania, usa",20.0,5
250,29685,"kralendijk, 
/a"", netherlands""",47.0,6
251,29834,"brisbane, queensland, australia",21.0,4
252,29918,"flemington, new jersey, usa",36.0,5
253,29981,"charlottetown, prince edward island, canada",27.0,7
254,29983,"honolulu, ,",,6
255,29997,"calgary, alberta, canada",,6
256,30135,"ny, new york, usa",,5
257,30172,"monroe, connecticut, usa",44.0,7
258,30259,"acton, massachusetts, usa",,5
259,30551,"chesapeake, virginia, usa",45.0,7
260,30623,"baton rouge, louisiana, usa",,7
261,30625,"santa fe, new mexico, usa",55.0,7
262,30751,"calgary, alberta, canada",,6
263,30764,"garland, texas, usa",,6
264,31065,"glencoe, illinois, usa",55.0,7
265,31067,"wichita, kansas, usa",,4
266,31190,"san francisco, california, usa",,6
267,31191,"oak lawn, illinois, usa",,6
268,31205,"austin, texas, usa",,7
269,31285,"sedrowoolley, washington, usa",,7
270,31297,"chesterton, indiana, usa",,6
271,31436,"hoboken, new jersey, usa",,7
272,31436,"hoboken, new jersey, usa",,5
273,31499,"osage, iowa, usa",,7
274,31529,"farmington hills, michigan, usa",43.0,7
275,31635,"washburn, illinois, usa",26.0,6
276,31644,"rapid city, south dakota, usa",44.0,4
277,31791,"tuscaloosa, alabama, usa",,7
278,31842,"rutland, vermont, usa",,5
279,31909,"snohomish, washington, usa",,6
280,31951,"tusket, nova scotia, canada",33.0,7
281,32056,"new river beach, new brunswick, canada",,7
282,32089,"elk grove, california, usa",17.0,7
283,32229,"guildford, england, united kingdom",,7
284,32258,"elk grove, colorado, usa",,7
285,32274,"portland, oregon, usa",,7
286,32314,"pompano beach, florida, usa",,5
287,32430,"boston, ,",,5
288,32469,"moorpark, california, usa",,6
289,32553,"winter park, florida, usa",57.0,7
290,32607,"dorchester, ontario, canada",50.0,5
291,32628,"london, london, united kingdom",,7
292,32641,"jamaica plain, massachusetts, usa",23.0,7
293,33070,"east moline, illinois, usa",,7
294,33070,"east moline, illinois, usa",,7
295,33126,"bloomington, indiana, usa",,5
296,33431,"toronto, ontario, canada",40.0,6
297,33471,"indaiatuba, sao paulo, brazil",24.0,7
298,33654,"louisville, kentucky, usa",48.0,6
299,33758,"san francisco, california, usa",,7
300,34243,"manistee, michigan, usa",27.0,6
301,34296,"portland, oregon, usa",30.0,4
302,34350,"helensburgh, scotland, united kingdom",,5
303,34383,"millersburg, ohio, usa",,5
304,34408,"melbourne, victoria, australia",,7
305,34627,"leesburg, virginia, usa",19.0,7
306,34688,"wauwatosa, wisconsin, usa",35.0,6
307,34702,"napa, california, usa",15.0,7
308,34868,"portland, oregon, usa",38.0,7
309,34891,"asheville, north carolina, usa",,5
310,35126,"yellville, ar, usa",58.0,7
311,35132,"north hollywood, california, usa",28.0,7
312,35166,"longwood, florida, usa",,5
313,35569,"canandaigua, new york, usa",71.0,7
314,35569,"canandaigua, new york, usa",71.0,7
315,35598,"mcalester, oklahoma, usa",,7
316,35619,"harwich, massachusetts, usa",,7
317,35699,"amarillo, texas, usa",,5
318,35896,"pender island, british columbia, canada",18.0,7
319,35957,"santiago de compostela, a coruña, spain",21.0,7
320,36012,"calgary, abruzzo, canada",,6
321,36225,"chester, virginia, usa",38.0,6
322,36272,"calgary, alberta, canada",51.0,7
323,36709,"belleville, ontario, canada",24.0,6
324,36710,"katy, texas, usa",,7
325,36782,"ottawa, ontario, canada",54.0,5
326,36945,"helsinki, death rockin mekka, etelä-suomi, finland",,7
327,36962,"mishawaka, indiana, usa",18.0,7
328,37441,"woodbine, maryland, usa",,7
329,37792,"livonia, new york, usa",,6
330,37918,"vancouver, british columbia, canada",,7
331,37946,"richmond, california, usa",,7
332,38062,"manchester, connecticut, usa",28.0,6
333,38407,"san antonio, texas, usa",40.0,7
334,38604,"kamloops, british columbia, canada",15.0,5
335,38610,"regina, saskatchewan, canada",31.0,7
336,38642,"powell river, british columbia, canada",,7
337,38648,"north vancouver, british columbia, canada",26.0,6
338,38926,"brisbane, california, usa",,7
339,39026,"riverside, california, usa",,4
340,39027,"tempe, arizona, usa",,7
341,39220,"newport, rhode island, usa",,5
342,39246,"austin, ,",,7
343,39282,"los angeles, california, usa",,6
344,39484,"salt lake city, utah, usa",65.0,5
345,39487,"gainesville, florida, usa",18.0,5
346,39635,"rockford, illinois, usa",29.0,7
347,39895,"toronto, ontario, canada",,5
348,40046,"newton, massachusetts, usa",,6
349,40074,"oshawa, ontario, canada",47.0,5
350,40340,"tulsa, oklahoma, usa",58.0,6
351,40541,"houston, minnesota, usa",,7
352,40696,"corvallis, oregon, usa",,7
353,41040,"duncan, british columbia, canada",43.0,5
354,41308,"mackay, queensland, australia",48.0,7
355,41315,"rochester, minnesota, usa",,7
356,41351,"monterey, california, usa",,7
357,41389,"merthyr tydfil, wales, united kingdom",24.0,5
358,41580,"niles, michigan, usa",47.0,5
359,41753,"arlington, massachusetts, usa",,5
360,41929,"vancouver, british columbia, canada",,5
361,42024,"san francisco, california, usa",25.0,7
362,42233,"napa, california, usa",56.0,7
363,42390,"carbondale, illinois, usa",37.0,7
364,42568,"fort worth, texas, usa",,5
365,42896,"peterborough, new hampshire, usa",,5
366,43535,"muenster, nordrhein-westfalen, germany",28.0,7
367,43575,"los angeles, california, usa",22.0,5
368,43663,"east doncaster, victoria, australia",69.0,5
369,43977,"high river, alberta, canada",27.0,5
370,43986,"lafayette, california, usa",,7
371,44012,"bloomfield, new jersey, usa",,6
372,44290,"buzzards bay, massachusetts, usa",28.0,5
373,44601,"east lansing, michigan, usa",,7
374,44644,"fridley, minnesota, usa",,5
375,44731,"fredericksburg, virginia, usa",,7
376,44801,"jersey city, new jersey, usa",,6
377,44897,"victoria, british columbia, canada",20.0,7
378,44914,"burnet, texas, usa",,7
379,45016,"keller, texas, usa",,5
380,45158,"long island, new york, usa",40.0,7
381,45158,"long island, new york, usa",40.0,7
382,45176,"brampton, ontario, canada",23.0,6
383,45227,"normal, illinois, usa",,6
384,45270,"boulder creek, california, usa",,6
385,45432,"bloomfield, new jersey, usa",,6
386,45686,"la puente, california, usa",18.0,7
387,45837,"toronto, ontario, canada",24.0,7
388,46155,"east lansing, michigan, usa",61.0,7
389,46173,"san francisco, california, usa",,5
390,46173,"san francisco, california, usa",,6
391,46173,"san francisco, california, usa",,5
392,46186,"brick, new jersey, usa",15.0,7
393,46315,"houston, texas,",,6
394,46329,"chicago, illinois, usa",33.0,7
395,46440,"upholland, west lancs, england, united kingdom",50.0,7
396,46910,"victorville, california, usa",32.0,6
397,47376,"gulfport, mississippi, usa",53.0,5
398,47402,"tustin, california, usa",,7
399,47426,"redhill, england, united kingdom",,5
400,47788,"ny, new york, usa",,4
401,48032,"midland, michigan, usa",22.0,7
402,48116,"new york, new york, usa",,6
403,48480,"rutherford, new jersey, usa",32.0,6
404,48622,"joburg, gauteng, south africa",,5
405,48640,"novato, california, usa",51.0,7
406,48640,"novato, california, usa",51.0,7
407,48948,"albuquerque, ,",,6
408,49164,"round rock, texas, usa",22.0,7
409,49303,"seattle, washington, usa",35.0,6
410,49530,"west melbourne, florida, usa",27.0,5
411,49530,"west melbourne, florida, usa",27.0,5
412,49674,"denver, colorado, usa",,4
413,49745,"pompton plains, new jersey, usa",38.0,6
414,49825,"durham, north carolina, usa",,7
415,49843,"brooklyn, new york, usa",,5
416,49945,"san francisco, california, usa",27.0,5
417,49977,"ann arbor, michigan, usa",39.0,7
418,50034,"lancaster, pennsylvania, usa",,6
419,50098,"chicago, illinois, usa",,7
420,50098,"chicago, illinois, usa",,7
421,50172,"west des moines, iowa, usa",,7
422,50227,"guilford, connecticut, usa",23.0,6
423,50374,"singapore, n/a, singapore",,6
424,50521,"saluda, south carolina, usa",42.0,6
425,50707,"franklin, tennessee, usa",,7
426,50974,"south gate, california, usa",28.0,7
427,51212,"kingston, ontario, canada",,7
428,51310,"university place, washington, usa",,6
429,51548,"conway, arkansas, usa",26.0,6
430,51666,"st albans, england, united kingdom",32.0,7
431,51670,"madison, new jersey, usa",,7
432,51679,"saskatoon, saskatchewan, canada",,6
433,51764,"courtland, kansas, usa",40.0,6
434,51793,"columbus, indiana, usa",44.0,6
435,51895,"sidney, british columbia, canada",,5
436,52102,"olympia, washington, usa",49.0,7
437,52330,"carol stream, illinois, usa",30.0,7
438,52364,"washington, dc, usa",41.0,6
439,52401,"byron bay, new south wales, australia",54.0,7
440,52761,"hilton head, south carolina, usa",,7
441,52803,"glens falls, new york, usa",66.0,6
442,53060,"albuquerque, new mexico, usa",,6
443,53086,"shingle springs, california, usa",45.0,5
444,53123,"new york, new york, usa",,7
445,53243,"marietta, georgia, usa",,7
446,53255,"sacramento, california, usa",23.0,7
447,53302,"st. paul, minnesota, usa",,5
448,53357,"perth, western australia, australia",9.0,5
449,53612,"southampton, england, united kingdom",,7
450,53726,"newcastle, england, united kingdom",,5
451,53730,"bothell, washington, usa",41.0,5
452,54041,"perth wa, virginia, australia",,5
453,54432,"ventura, california, usa",41.0,5
454,54452,"huntington beach, california, usa",,7
455,54490,"greenville, north carolina, usa",,6
456,54654,"beaverton, oregon, usa",,7
457,54746,"lambertville, new jersey, usa",,7
458,54818,"anaheim, california, usa",35.0,6
459,54818,"anaheim, california, usa",35.0,7
460,54859,"saratoga springs, new york, usa",,7
461,55010,"san francisco, california, usa",,5
462,55033,"bellevue, washington, usa",,7
463,55119,"jacksonville, florida, usa",39.0,7
464,55711,"visalia, california, usa",36.0,7
465,55750,"belleville, illinois, usa",,5
466,55918,"austin, texas, usa",,5
467,56087,"bloomfield, new jersey, usa",20.0,6
468,56296,"haarlem, noord holland, netherlands",36.0,7
469,56586,"laurel, maryland, usa",,5
470,56590,"santa monica, california, usa",,7
471,56627,"columbia city, indiana, usa",,4
472,57032,"portland, oregon, usa",,5
473,57070,"dearborn hgts, michigan, usa",48.0,5
474,57499,"estes park, colorado, usa",,5
475,58112,"san diego, california, usa",48.0,7
476,58145,"philadelphia, pennsylvania, usa",,7
477,58440,"snellville, georgia, usa",,5
478,58440,"snellville, georgia, usa",,6
479,58597,"champery, valais, switzerland",43.0,6
480,58757,"macclesfield, cheshire, united kingdom",43.0,7
481,58861,"kallista, victoria, australia",41.0,7
482,59079,"brooklyn, new york, usa",22.0,7
483,59223,"nannerch, wales, united kingdom",,4
484,59430,"akron, ohio, usa",48.0,4
485,59500,"spencer, massachusetts, usa",32.0,4
486,59514,"jacksonville, florida, usa",,7
487,59544,"norwalk, connecticut, usa",66.0,7
488,59752,"sweetwater, tennessee, usa",49.0,7
489,59786,"st. paul, minnesota, usa",17.0,5
490,59894,"texas city, texas, usa",,5
491,59919,"bayonne, new jersey, usa",,5
492,59919,"bayonne, new jersey, usa",,7
493,59938,"melfort, saskatchewan, canada",33.0,7
494,60017,"homestead, florida, usa",40.0,7
495,60151,"west bend, wisconsin, usa",,7
496,60229,"fort wayne, indiana, usa",,7
497,60266,"new york, new york, usa",50.0,5
498,60625,"lusby, maryland, usa",38.0,7
499,60841,"ellensburg, washington, usa",27.0,7
500,60854,"manchester, missouri, usa",,5
501,60983,"hant`s harbour, newfoundland, canada",,7
502,61073,"portland, oregon, usa",,6
503,61180,"brooklyn, new york, usa",,7
504,61209,"portage la prairie, manitoba, canada",,7
505,61226,"cleveland, mississippi, usa",,5
506,61283,"woodland, california, usa",,6
507,61289,"tucson, arizona, usa",,7
508,61409,"houston, texas, usa",32.0,5
509,61666,"scarbro, west virginia, usa",51.0,6
510,61851,"tucson, arizona, usa",59.0,7
511,61912,"alexandria, virginia, usa",28.0,7
512,62002,"south burlington, vermont, usa",,6
513,62208,"cape town, n/a, zimbabwe",,7
514,62210,"chicago, illinois, usa",36.0,7
515,62276,"mobile, alabama, usa",,7
516,62413,"houston, texas, usa",,5
517,62413,"houston, texas, usa",,7
518,62442,"springfield, pennsylvania, usa",27.0,7
519,62612,"hackettstown, new jersey, usa",45.0,7
520,62621,"jamestown, rhode island, usa",59.0,4
521,62710,"santa cruz, california, usa",22.0,7
522,62779,"wellington, n/a, new zealand",49.0,7
523,62795,"clearwater, florida, usa",,7
524,62930,"toronto, ontario,",,7
525,63155,"redmond, washington, usa",,6
526,63184,"gympie, queensland, australia",22.0,7
527,63321,"reno, nevada, usa",26.0,6
528,63483,"toledo, ohio, usa",34.0,7
529,63641,"bristol, n/a, united kingdom",,7
530,63662,"madison, wisconsin, usa",,6
531,63910,"halifax, nova scotia, canada",32.0,7
532,63925,"montreal, quebec, canada",,7
533,63967,"ithaca, new york, usa",,7
534,64157,"ashtabula, ohio, usa",40.0,7
535,64390,"cornelius, oregon, usa",,7
536,64587,"cambridge, massachusetts, usa",33.0,7
537,64595,"orlando, florida, usa",31.0,7
538,65001,"des moines, iowa, usa",36.0,7
539,65390,"lethbridge, alberta, canada",,5
540,65782,"belfast, northern ireland, united kingdom",20.0,6
541,65846,"tucson, , usa",,5
542,65862,"salisbury, maryland, usa",,5
543,66249,"eugene, oregon, usa",46.0,7
544,66377,"millersburg, ohio, usa",,5
545,66520,"cairns, queensland, australia",,6
546,66839,"st paul, minnesota, usa",,5
547,67064,"abington, massachusetts, usa",27.0,5
548,67064,"abington, massachusetts, usa",27.0,5
549,67064,"abington, massachusetts, usa",27.0,5
550,67150,"erlanger, kentucky, usa",,6
551,67319,"cincinnati, ohio, usa",,7
552,67319,"cincinnati, ohio, usa",,7
553,67327,"williams lake, british columbia, canada",,5
554,67383,"miami, florida, usa",,7
555,67605,"sacramento, california, usa",,7
556,67615,"durham, maine, usa",,7
557,67790,"woodinville, washington, usa",,4
558,67917,"fifth, oregon, usa",33.0,7
559,67982,"driffield, england, united kingdom",,7
560,67986,"pendleton, or usa, oregon, usa",54.0,6
561,68114,"ottawa, ontario, canada",,7
562,68146,"fort pierce, florida, usa",70.0,7
563,68150,"brookline, massachusetts, usa",59.0,5
564,68193,"joplin, missouri, usa",60.0,5
565,68321,"ann arbor, michigan, usa",19.0,7
566,68373,"marquette, michigan, usa",20.0,6
567,68505,"baltimore, maryland, usa",34.0,4
568,68552,"bedford, massachusetts, usa",,6
569,68605,"woodlake, california, usa",,7
570,68614,"state center, iowa, usa",,7
571,68643,"sherman, texas, usa",38.0,5
572,68683,"annandale, new york, usa",,5
573,68828,"san francisco, california, usa",20.0,7
574,68894,"montreal, quebec, canada",22.0,5
575,69151,"anderson, south carolina, usa",,5
576,69276,"london, london, united kingdom",22.0,5
577,69412,"charlottesville, virginia, usa",23.0,5
578,69605,"muncie, indiana, usa",20.0,6
579,70022,"ann arbor, michigan, usa",53.0,7
580,70062,"oviedo, florida, usa",,7
581,70129,"boston, massachusetts, usa",25.0,7
582,70324,"herne, nordrhein-westfalen, germany",50.0,4
583,70340,"laguna beach, california, usa",,5
584,70414,"franktown, colorado, usa",,7
585,70727,"cameron park, california, usa",34.0,7
586,71260,"denver, pennsylvania, usa",,7
587,71364,"indianapolis, indiana, usa",23.0,7
588,71502,"seattle, washington, usa",,7
589,71520,"lacey, washington, usa",,7
590,71523,"morgantown, west virginia, usa",78.0,7
591,71567,"spring lake, north carolina, usa",,7
592,71590,"san francisco, california, usa",,6
593,71613,"bend, oregon, usa",34.0,5
594,71761,"duluth, georgia, usa",,6
595,71761,"duluth, georgia, usa",,5
596,71842,"louisville, kentucky, usa",22.0,7
597,71849,"arlington, virginia, usa",26.0,6
598,71855,"muncie, indiana, usa",20.0,5
599,72144,"keizer, oregon, usa",,7
600,72398,"vigo, 
/a"", spain""",28.0,6
601,72557,"cheney, ,",,7
602,72655,"davis, california, usa",38.0,5
603,72670,"portland, oregon, usa",,7
604,72882,"prairie village, kansas, usa",64.0,7
605,73225,"chicago, illinois, usa",,5
606,73261,"washington, dc, usa",65.0,7
607,73372,"new haven, connecticut, usa",,6
608,73481,"new york, new york, usa",,7
609,73730,"philadelphia, pennsylvania, usa",24.0,7
610,73907,"st. petersburg, florida, usa",,7
611,74065,"cannon beach, oregon, usa",,7
612,74065,"cannon beach, oregon, usa",,6
613,74080,"duesseldorf, nordrhein-westfalen, germany",22.0,4
614,74281,"montreal, quebec, canada",1.0,7
615,74507,"edinburgh, scotland, united kingdom",28.0,5
616,74520,"st. charles, illinois, usa",,6
617,74672,"parma, ohio, usa",19.0,7
618,74778,"cambridge, massachusetts, usa",,5
619,74997,"cabot, arkansas, usa",34.0,6
620,75854,"etobicoke, ontario, canada",25.0,6
621,75916,"frankfort, illinois, usa",30.0,5
622,76117,"kamloops, british columbia, canada",27.0,6
623,76384,"cambridge, massachusetts, usa",,7
624,76505,"georgetown, ,",,7
625,76654,"cincinnati, ohio, usa",25.0,7
626,76660,"beavercreek, ohio, usa",20.0,7
