,uid,location,age,rating
136,15803,"south pasadena, california,",,6
137,15853,"radnor, pennsylvania, usa",,7
138,15853,"radnor, pennsylvania, usa",,6
139,16041,"asheville, north carolina, usa",54.0,7
140,16199,"rochester, washington, usa",,5
141,16260,"fullerton, california, usa",19.0,5
142,16408,"red deer, alberta, canada",,7
143,16631,"roswell, georgia, usa",,5
144,16799,"enterprise, alabama, usa",21.0,7
145,16873,"riverdale, maryland, usa",37.0,7
146,16989,"dijon, bourgogne, france",35.0,6
147,17049,"stouffville, ontario, canada",32.0,7
148,17109,"ventura, california, usa",26.0,5
149,17321,"mesa, arizona, usa",,7
150,17433,"york, pennsylvania, usa",36.0,5
151,17440,"cudjoe key, florida, usa",,5
152,17464,"farmington, new mexico, usa",64.0,6
153,17571,"doylestown, pennsylvania, usa",58.0,5
154,17602,"spencer, massachusetts, usa",,6
155,17707,"cedar springs, michigan, usa",,6
156,17721,"edmonton, alberta, canada",28.0,5
157,17890,"wisconsin rapids, wisconsin, usa",17.0,7
158,17890,"wisconsin rapids, wisconsin, usa",17.0,5
159,17927,"fulton, new york, usa",,7
160,18065,"south euclid, ohio, usa",34.0,7
161,18321,"grayslake, illinois, usa",,7
162,18499,"glasgow, scotland, united kingdom",26.0,7
163,18502,"phoenix, arizona, usa",,7
164,18682,"manchester, england, united kingdom",54.0,6
165,19119,"laporte, indiana, usa",,5
166,19119,"laporte, indiana, usa",,7
167,19544,"hemet, california, usa",69.0,5
168,19556,"bell canyon, california, usa",,7
169,19798,"jacksonville, north carolina, usa",,5
170,19875,"astoria, new york, usa",43.0,7
171,20168,"yuma, ,",,7
172,20309,"east peoria, illinois, usa",43.0,5
173,20352,"washington, dc, usa",,7
174,20392,"brunswick, maine, usa",,5
175,20534,"erie, pennsylvania, usa",16.0,4
176,20714,"prince george, ,",,5
177,20892,"york, pennsylvania, usa",,7
178,21093,"boalsburg, pennsylvania, usa",30.0,7
179,21254,"pacifica, california, usa",,5
180,21264,"north brunswick, new jersey, usa",31.0,7
181,21275,"whistler, british columbia, canada",,6
182,21351,"rotorua, bay of plenty, new zealand",13.0,6
183,21374,"jerseyville, illinois, usa",,6
184,21392,"chagrin falls, ohio, usa",,5
185,21577,"buckhannon, west virginia, usa",25.0,7
186,21594,"beijing, alabama, china",21.0,7
187,21801,"centralia, washington, usa",31.0,5
188,21874,"eagle, colorado, usa",,7
189,21948,"raleigh, north carolina, usa",,7
190,22078,"huntsville, alabama, usa",,4
191,22406,"portland, oregon, usa",,4
192,22463,"toronto, ontario, canada",,6
193,22562,"chicago, illinois, usa",,7
194,22671,"melbourne, victoria, australia",42.0,6
195,22722,"tequesta, florida, usa",44.0,7
196,22904,"miami, florida, usa",35.0,5
197,23017,"christchurch, n/a, new zealand",,7
198,23018,"odessa, florida, usa",,6
199,23275,"raleigh, north carolina, usa",56.0,6
200,23296,"rye, victoria, australia",71.0,6
201,23469,"portsmouth, new hampshire, usa",,5
202,23603,"strathmore, alberta, canada",,5
203,24261,"manchester, connecticut, usa",55.0,6
204,24278,"london, england, united kingdom",28.0,7
205,24333,"riverside, california, usa",24.0,7
206,24334,"chelmsford, massachusetts, usa",,5
207,24389,"rio de janeiro, rio de janeiro, brazil",,4
208,24623,"san jose, california, usa",,6
209,25008,"oak harbor, washington, usa",28.0,6
210,25069,"dublin, ohio, usa",,6
211,25245,"edson, alberta, canada",25.0,7
212,25249,"minneapolis, minnesota, usa",29.0,7
213,25389,"katy, texas, usa",58.0,7
214,25494,"stockholm, uppland, sweden",,5
215,25780,"münchen, bayern, germany",24.0,7
216,26041,"wimberley, texas, usa",,7
217,26058,"london, england, united kingdom",30.0,6
218,26128,"brisbane, queensland, australia",,7
219,26256,"koblenz, rheinland-pfalz, germany",38.0,5
220,26540,"jacksonville, florida, usa",,7
221,26540,"jacksonville, florida, usa",,4
222,26627,"fort wayne, indiana, usa",32.0,7
223,26979,"winnipeg, manitoba, canada",,4
224,27139,"englewood, florida, usa",,7
225,27255,"portsmouth, rhode island, usa",,5
226,27350,"sturgeon bay, wisconsin, usa",,5
227,27399,"st. augustine, florida, usa",66.0,6
228,27458,"tacoma, washington, usa",16.0,6
229,27531,"whittier, california, usa",16.0,5
230,27598,"vergennes, vermont, usa",,7
231,27635,"palm bay, florida, usa",,5
232,27664,"bakersfield, california, usa",25.0,5
233,28046,"oakland, california, usa",20.0,5
234,28276,"cedar rapids, iowa, usa",,4
235,28417,"wilmington, delaware, usa",,7
236,28661,"new orleans, louisiana, usa",,7
237,28687,"goshen, ohio, usa",27.0,7
238,28776,"mississauga, ontario, canada",,5
239,28800,"03770 el verger, (alacant), spain",69.0,7
240,28824,"brisbane, queensland, australia",28.0,7
241,28964,"braintree, massachusetts, usa",,6
242,28975,"mooresville, north carolina, usa",,5
243,29025,"charlotte, north carolina, usa",52.0,6
244,29185,"folkestone, england, united kingdom",30.0,4
245,29513,"hermosa beach, california, usa",,7
246,29745,"wheat ridge, colorado, usa",,7
247,29874,"san marcos, texas, usa",,5
248,29954,"alfaz del pi, alicante, spain",62.0,5
249,30138,"milpitas, california, usa",49.0,7
250,30241,"ramsey, minnesota, usa",,6
251,30384,"mississauga, ontario, canada",,5
252,30575,"schaumburg, illinois, usa",46.0,5
253,30651,"la mesa, california, usa",60.0,4
254,30659,"la mesa, california, usa",32.0,7
255,30686,"surrey, british columbia, canada",,7
256,30740,"toronto, ontario, canada",,6
257,30849,"saint john, new brunswick, canada",,7
258,31211,"vancouver, washington, usa",,7
259,31266,"jersey city, new jersey, usa",33.0,4
260,31486,"oakville, ontario, canada",,5
261,31550,"gray, maine, usa",,4
262,31562,"copley, ohio, usa",48.0,6
263,31601,"redhill, england, united kingdom",,6
264,31620,"mobile, alabama, usa",34.0,7
265,31718,"henderson, new york, usa",,6
266,31832,"billerica, massachusetts, usa",,4
267,31842,"rutland, vermont, usa",,5
268,31875,"comanche, texas, usa",15.0,7
269,31944,"red lion, pennsylvania, usa",,5
270,32008,"piedmont, south carolina, usa",42.0,6
271,32089,"elk grove, california, usa",17.0,4
272,32192,"rochester, washington, usa",18.0,6
273,32399,"chaska, minnesota, usa",57.0,6
274,32434,"ventura, california, usa",,7
275,32434,"ventura, california, usa",,7
276,32691,"greenville, south carolina, usa",53.0,4
277,32914,"chesterfield, virginia, usa",17.0,7
278,33027,"germantown, maryland, usa",,5
279,33288,"madras, oregon, usa",42.0,6
280,33420,"portland, oregon, usa",23.0,5
281,33458,"northville, new york, usa",29.0,7
282,33475,"clute, texas, usa",47.0,6
283,33479,"lowell, michigan, usa",47.0,7
284,33956,"jamesville, new york, usa",,7
285,33957,"jamesville, new york, usa",,7
286,34040,"berkeley, california, usa",32.0,5
287,34170,"austin, texas, usa",29.0,7
288,34184,"warrandyte, victoria, australia",,7
289,34196,"brisbane, queensland, australia",31.0,7
290,34243,"manistee, michigan, usa",27.0,5
291,34256,"los angeles, california, usa",19.0,5
292,34276,"york, pennsylvania, usa",,5
293,34621,"bellport, new york, usa",44.0,6
294,34665,"bracknell, england, united kingdom",30.0,7
295,34804,"palm city, florida, usa",40.0,7
296,34904,"barcelona, cataluña, spain",17.0,7
297,34924,"nelson, tasman, new zealand",,5
298,34994,"brussels, n/a, belgium",54.0,5
299,35063,"tiffin, iowa, usa",55.0,5
300,35384,"orillia, , canada",35.0,7
301,35408,"bandung, jawa barat, indonesia",31.0,5
302,35562,"brantford, ontario, canada",,7
303,35566,"huntington beach, california, usa",,7
304,35578,"tampa, florida, usa",,5
305,35812,"klamath falls, oregon, usa",,5
306,35905,"toronto, ontario, canada",,6
307,35905,"toronto, ontario, canada",,7
308,35934,"eureka, california, usa",53.0,7
309,35945,"jax, florida, usa",,7
310,35964,"matthews, north carolina, usa",,7
311,36163,"bethune, south carolina, usa",30.0,5
312,36163,"bethune, south carolina, usa",30.0,7
313,36163,"bethune, south carolina, usa",30.0,6
314,36207,"peachland, british columbia, canada",,5
315,36392,"beecroft, new south wales,",15.0,7
316,36709,"belleville, ontario, canada",24.0,7
317,36910,"newton aycliffe, england, united kingdom",,7
318,36912,"riverton, new jersey, usa",,6
319,37036,", , usa",,7
320,37051,"santa maria, california, usa",,7
321,37153,"christchurch, canterbury, new zealand",,6
322,37314,"chicago, illinois, usa",34.0,5
323,37324,"laramie, wyoming, usa",16.0,6
324,37394,"dundee, scotland, united kingdom",46.0,4
325,37432,"wenatchee, washington, usa",,6
326,37583,"cary, north carolina, usa",31.0,5
327,37619,"wausau, wisconsin, usa",,6
328,37642,"halifax, nova scotia, canada",22.0,6
329,37675,"vancouver, washington, usa",,6
330,37881,"napa, california, usa",14.0,4
331,37914,"pittsburgh, pennsylvania, usa",42.0,7
332,37932,"colorado springs, colorado, usa",53.0,7
333,37972,"vancouver, british columbia, canada",,7
334,38365,"huntersville, north carolina, usa",19.0,7
335,38385,"west chester, pennsylvania, usa",,7
336,38473,"cochecton, new york, usa",29.0,5
337,38481,"los altos, california, usa",20.0,6
338,38932,"windsor, ontario, canada",59.0,7
339,39523,"dale, texas, usa",77.0,7
340,39869,"houston, texas, usa",39.0,6
341,40002,"lancaster, new york, usa",,7
342,40176,"tsawwassen, british columbia, canada",,5
343,40187,"winston-salem, north carolina, usa",,5
344,40253,"boca raton, florida, usa",,6
345,40268,"springfield, virginia, usa",,5
346,40667,"yelvertoft, england, united kingdom",,6
347,40800,"north caralina, north carolina, usa",,7
348,40809,"halifax, nova scotia, canada",35.0,7
349,40869,"huntsville, alabama, usa",,5
350,40904,"carson, washington, usa",19.0,7
351,40919,"colorado springs, colorado, usa",60.0,5
352,40975,"westfield, wisconsin, usa",,5
353,41219,"gawler east, south australia, australia",48.0,5
354,41278,"fayetteville, north carolina, usa",52.0,5
355,41380,"valencia, california, usa",,6
356,41575,"edmond, oklahoma, usa",,7
357,41697,"edinburgh, midlothian, united kingdom",,7
358,41925,"vancouver, british columbia, canada",37.0,7
359,41929,"vancouver, british columbia, canada",,5
360,42098,"rochester, new york, usa",49.0,7
361,42176,"chicago, illinois, usa",,6
362,42189,"san jose, california, usa",,5
363,42256,"winfield, alberta, canada",,6
364,42279,"paso robles, california, usa",,7
365,42374,"lincoln, nebraska, usa",27.0,5
366,42390,"carbondale, illinois, usa",37.0,6
367,42546,"new york, new york, usa",,7
368,42641,"feasterville, pennsylvania, usa",36.0,5
369,42665,"beaverton, ,",,6
370,42828,"phelps, new york, usa",29.0,6
371,42969,"sterling, virginia, usa",,7
372,43102,"gold coast, queensland, australia",,7
373,43321,"cincinnati, ohio, usa",17.0,6
374,43341,"edmonton, alberta, canada",26.0,7
375,43376,"houston, texas, usa",16.0,7
376,43395,"virginia beach, virginia, usa",,5
377,43523,"phoenix, arizona, usa",26.0,7
378,43544,"jefferson city, missouri, usa",,5
379,43586,"fishers, indiana, usa",31.0,5
380,43652,"thorntown, indiana, usa",,6
381,43681,"san diego, california, usa",,5
382,43837,"yakima, washington, usa",,7
383,44053,"kalamazoo, michigan, usa",22.0,6
384,44121,"bw, new jersey, usa",16.0,7
385,44225,"paris, n/a, france",25.0,7
386,44275,"mississauga, ontario, canada",25.0,5
387,44376,"essex, connecticut, usa",,7
388,44486,"doylestown, pennsylvania, usa",38.0,6
389,44599,"phoenix, arizona, usa",22.0,7
390,44626,"atlantic beach, florida, usa",,5
391,44768,"boothwyn, pennsylvania, usa",33.0,7
392,44904,"tucson, arizona, usa",27.0,7
393,44917,"ventnor, new jersey, usa",40.0,7
394,44961,"summerside, prince edward island, canada",26.0,7
395,45114,"edmonton, alberta, canada",,6
396,45248,"elba, alabama, usa",,7
397,45429,"tamworth, england, united kingdom",21.0,7
398,45869,"jerusalem, israel, israel",41.0,4
399,45873,"pittsburgh, pennsylvania, usa",,5
400,45901,"minneapolis, minnesota, usa",52.0,6
401,45980,"narberth, pennsylvania, usa",29.0,5
402,46012,"austin, texas, usa",25.0,5
403,46180,"three hills, alberta, canada",,6
404,46254,"toronto, ontario, canada",69.0,5
405,46368,"atlanta, georgia, usa",31.0,7
406,46502,"imperial, missouri, usa",43.0,6
407,46531,"hinsdale, illinois, usa",,7
408,47037,"duisburg, nordrhein-westfalen, germany",36.0,5
409,47074,"plano, texas, usa",,7
410,47088,"vancouver, british columbia, canada",29.0,7
411,47094,"stamford, new york, usa",38.0,7
412,47226,"clio, michigan, usa",,6
413,47243,"cologne, nrw, germany",,6
414,47284,"gaylordsville, connecticut, usa",58.0,5
415,47490,"calgary, ,",27.0,7
416,47614,"seattle, washington, usa",13.0,4
417,47765,"garden city, michigan, usa",50.0,7
418,47776,"reigate, surrey, united kingdom",,7
419,47813,"st. louis, missouri, usa",67.0,7
420,47822,"truckee, california, usa",35.0,4
421,47822,"truckee, california, usa",35.0,5
422,47854,"san antonio, texas, usa",,7
423,47882,"amsterdam, amsterdam, netherlands",25.0,6
424,47900,"rootstown, ohio, usa",,7
425,47938,"st. paul, minnesota, usa",,6
426,48649,"vancouver, british columbia, canada",,7
427,48764,"suffolk, virginia, usa",46.0,7
428,48965,"tranent, scotland, united kingdom",48.0,7
429,49294,"laveno mombello (va), lombardia, italy",42.0,5
430,49440,"kingston, tennessee, usa",,5
431,49485,"fargo, north dakota, usa",28.0,7
432,49530,"west melbourne, florida, usa",27.0,4
433,49556,"reading, england, united kingdom",18.0,7
434,49634,"cape town, western cape, south africa",53.0,4
435,49845,"kanata, ontario, canada",21.0,7
436,49845,"kanata, ontario, canada",21.0,6
437,50098,"chicago, illinois, usa",,6
438,50098,"chicago, illinois, usa",,5
439,50186,"dublin, ohio, usa",17.0,7
440,50221,"tucson, arizona, usa",14.0,7
441,50227,"guilford, connecticut, usa",23.0,7
442,50436,"concord, california, usa",41.0,4
443,50605,"seattle, washington, usa",,6
444,50796,"laporte, indiana, usa",27.0,5
445,50828,"fredericton, new brunswick, canada",16.0,5
446,50987,"london, greater london, united kingdom",23.0,7
447,51264,"phoenix, arizona, usa",,7
448,51286,"jamesville, new york, usa",,7
449,51403,"frankfurt, , germany",32.0,7
450,51403,"frankfurt, , germany",32.0,6
451,51780,"white rock, british columbia, canada",51.0,7
452,51807,"prescott, arizona, usa",,7
453,51952,"irving, texas, usa",,7
454,52493,"boone, north carolina, usa",,7
455,52883,"dallas, texas, usa",,6
456,53027,"wichita, ,",,5
457,53054,"cleveland, tennessee, usa",,5
458,53057,"hanson, massachusetts, usa",49.0,5
459,53245,"portland, oregon, usa",,7
460,53295,"n/a, midlands, united kingdom",,7
461,53308,"manalapan, new jersey, usa",20.0,5
462,53609,"grantville, georgia, usa",41.0,5
463,53740,"panama city beach, florida, united kingdom",25.0,7
464,53830,"carmel, california, usa",73.0,7
465,53950,"valenzuela city, n/a, philippines",23.0,5
466,54118,"bird cove, newfoundland, canada",47.0,7
467,54319,"perth, western australia, australia",19.0,6
468,54758,"st. charles, missouri, usa",,7
469,54943,"fredericton, new brunswick, canada",19.0,5
470,55119,"jacksonville, florida, usa",39.0,7
471,55184,"winnipeg, manitoba, canada",31.0,7
472,55232,"yellowknife, northwest territories, canada",,5
473,55371,"wellesley, massachusetts, usa",46.0,7
474,55653,"houston, texas, usa",21.0,6
475,55669,"iowa city, iowa, usa",21.0,7
476,55772,"petaluma, california, usa",47.0,6
477,56035,"mesa, arizona, usa",,5
478,56043,"bathurst, new south wales, australia",15.0,5
479,56293,"humble, texas, usa",16.0,7
480,56350,"sydney, new south wales,",13.0,7
481,56488,"ithaca, new york,",,7
482,56573,"carlinville, illinois, usa",,7
483,56585,"mckinney, texas, usa",,5
484,56597,"montgomery, alabama, usa",29.0,7
485,56627,"columbia city, indiana, usa",,6
486,56770,"mesa, arizona, usa",,5
487,56885,"isle of bute, scotland, united kingdom",,5
488,57039,"zurich, zurich, switzerland",,5
489,57109,"virginia beach, virginia, usa",,7
490,57109,"virginia beach, virginia, usa",,5
491,57185,"keller, texas, usa",,7
492,57215,"bellaire, texas, usa",60.0,7
493,57223,"miami, florida, usa",,7
494,57246,"clive, iowa, usa",17.0,7
495,57267,"corvallis, oregon, usa",,7
496,57284,"muncie, indiana, usa",49.0,6
497,57341,"syracuse, new york, usa",,5
498,57395,"visalia, california, usa",,6
499,57765,"erie, pennsylvania, usa",,7
500,57766,"birmingham, alabama, usa",,5
501,57930,"portland, oregon, usa",,6
502,58185,"portland, oregon, usa",18.0,7
503,58198,"n. potomac, maryland, usa",16.0,6
504,58226,"okc, oklahoma, usa",,7
505,58256,"ottawa, ontario, canada",18.0,4
506,58256,"ottawa, ontario, canada",18.0,5
507,58261,"browns mills, new jersey, usa",,6
508,58532,"norfolk, virginia, usa",,7
509,58741,"portland, oregon, usa",48.0,4
510,58811,"newcastle, tyne and wear, united kingdom",27.0,7
511,58952,"lewistown, pennsylvania, usa",52.0,7
512,58985,"madison, wisconsin, usa",,5
513,59115,"kent, ohio, usa",45.0,6
514,59395,"kennebunk, maine, usa",,5
515,59488,"new york, new york, usa",29.0,6
516,59500,"spencer, massachusetts, usa",32.0,7
517,59500,"spencer, massachusetts, usa",32.0,7
518,59585,"edmonton, alberta, canada",21.0,7
519,59596,"toronto, ontario, canada",57.0,6
520,59624,"san francisco, ,",43.0,6
521,59673,"napa, california, usa",,5
522,59675,"billings, montana, usa",30.0,7
523,59838,"cumberland, ontario, canada",,5
524,59838,"cumberland, ontario, canada",,7
525,59994,"yarmouth, nova scotia, canada",21.0,7
526,60056,"new york, new york, usa",,7
527,60279,"toronto, ontario, canada",,5
528,60760,"toronto, ontario, canada",49.0,7
529,61007,"goodlettsville, tennessee, usa",,4
530,61274,"woodside, new york, usa",43.0,7
531,61274,"woodside, new york, usa",43.0,6
532,61365,"lynnwood, washington, usa",,6
533,61369,"colfax, illinois, usa",33.0,6
534,61376,"anchorage, alaska, usa",,6
535,61521,"sewickley, pennsylvania, usa",43.0,5
536,61521,"sewickley, pennsylvania, usa",43.0,7
537,61575,"pasadena, california, usa",,7
538,61982,"singapore, n/a, singapore",20.0,6
539,62011,"olympia, washington, usa",51.0,7
540,62052,"boaz, alabama, usa",18.0,5
541,62086,"berkley, michigan, usa",,6
542,62256,"oldsmar, florida, usa",,6
543,62257,"st. louis, missouri, usa",,7
544,62504,"edison, new jersey, usa",38.0,5
545,62617,"the woodlands, texas, usa",,7
546,62621,"jamestown, rhode island, usa",59.0,6
547,62823,"long beach, california, usa",,7
548,62829,"seattle, washington, usa",,5
549,63034,"whiting, new jersey, usa",52.0,6
550,63041,"concord, california, usa",,7
551,63402,"las vegas, nevada, usa",,6
552,63515,"dublin, ohio, usa",17.0,4
553,63678,"zaragoza, zaragoza, spain",29.0,7
554,63936,"blaine, minnesota, usa",27.0,5
555,63951,"arlington, massachusetts, usa",,7
556,64038,"dunedin, otago, new zealand",,4
557,64146,"chehalis, washington, usa",,7
558,64199,"rvc, new york, usa",,6
559,64433,"ft. mitchell, kentucky, usa",,7
560,64457,"millbury, massachusetts, usa",,5
561,64504,"champaign, illinois, usa",,7
562,64517,"glendale, arizona, usa",,6
563,64803,"decatur, georgia, usa",67.0,7
564,64803,"decatur, georgia, usa",67.0,7
565,64803,"decatur, georgia, usa",67.0,7
566,64819,"litchfield, illinois, usa",49.0,4
567,64842,"cleveland heights, ,",,6
568,64847,"carlisle, england, united kingdom",21.0,7
569,64847,"carlisle, england, united kingdom",21.0,7
570,64913,"avon, indiana, usa",,7
571,64975,"escondido, california, usa",,7
572,65102,"glenwood, iowa, usa",,7
573,65279,"ile a la crosse, saskatchewan, canada",42.0,7
574,65333,"dublin, ohio, usa",17.0,7
575,65664,"toronto, ontario, canada",,5
576,65845,"macomb, illinois, usa",61.0,7
577,66004,"rocky hill, connecticut, usa",49.0,6
578,66096,"kansas city, missouri, usa",53.0,6
579,66138,"adelaide, south australia, australia",53.0,7
580,66182,"new york, new york, usa",18.0,4
581,66211,"springfield, pennsylvania, usa",,7
582,66217,"stamford, connecticut, usa",,7
583,66225,"buchanan, virginia, usa",41.0,7
584,66242,"athens, georgia, usa",,6
585,66371,"kokomo, indiana, usa",,5
586,66821,"san diego, california, usa",25.0,7
587,66978,"monongahela, pennsylvania, usa",,6
588,67025,"norwalk, connecticut, usa",40.0,5
589,67025,"norwalk, connecticut, usa",40.0,5
590,67251,"houston, texas, usa",45.0,4
591,67335,"asheville, north carolina, usa",,7
592,67511,"denver, colorado, usa",,7
593,67563,"cambridge, england, united kingdom",22.0,6
594,67690,"cartersville, georgia, usa",20.0,5
595,67690,"cartersville, georgia, usa",20.0,4
596,67704,"kuala lumpur, n/a, malaysia",,5
597,67896,"boston, massachusetts, usa",29.0,7
598,67975,"milwaukie, oregon, usa",57.0,5
599,68047,"deland, florida, usa",22.0,7
600,68146,"fort pierce, florida, usa",70.0,7
601,68166,"eureka, california, usa",,6
602,68169,"new york, new york, usa",,5
603,68187,"jacksonville, florida, usa",19.0,7
604,68283,"florence, vermont, usa",56.0,5
605,68287,"new york, new york, usa",,5
606,68389,"massapequa, new york, usa",,7
607,68395,"auckland, n/a, new zealand",15.0,7
608,68480,"seattle, washington, usa",,7
609,68510,"hillsborough, north carolina, usa",,7
610,68605,"woodlake, california, usa",,7
611,68627,"alameda, california, usa",,6
612,68771,"houston, texas, usa",,7
613,68786,"gander, newfoundland, canada",14.0,7
614,68941,"washington, dc, usa",30.0,5
615,69440,"lowell, michigan, usa",56.0,7
616,69466,"springfield, missouri, usa",19.0,7
617,69514,"shelburne, vermont, usa",,5
618,69597,"lexington, virginia, usa",,7
619,69691,"atlantic, iowa, usa",18.0,7
620,69858,"ottawa, ontario, canada",26.0,7
621,69917,"chester, virginia, usa",47.0,7
622,70080,"venice, florida, usa",,7
623,70165,"toronto, ontario, canada",25.0,4
624,70173,"west orange, new jersey,",,7
625,70408,"cambridge, massachusetts, usa",,5
626,70573,"medina, ohio, usa",,7
